,City Name,Current Temp,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind,Country,Date
331,puri,87.89,19.8,85.85,88.0,70,20,14.97,IN,1619926744
332,varias,63.21,46.0167,20.95,64.0,77,0,10.36,RO,1619926745
333,cody,56.71,44.5263,-109.0565,57.2,44,40,5.75,US,1619926626
334,lapy,46.0,52.9911,22.8842,46.0,78,100,3.0,PL,1619926747
335,nara,58.64,34.6851,135.8049,59.0,55,75,17.27,JP,1619926747
336,pacifica,51.04,37.6138,-122.4869,53.6,76,20,31.07,US,1619926748
337,hillsborough,52.16,37.5741,-122.3794,55.4,76,20,31.07,US,1619926467
338,alghero,53.76,40.5589,8.3181,57.2,77,40,4.61,IT,1619926748
339,tsuyama,53.73,35.05,134.0,57.0,76,75,11.5,JP,1619926749
340,manicore,73.4,-5.8092,-61.3003,73.4,100,0,1.14,BR,1619926749
341,belmonte,69.8,-15.8631,-38.8828,69.8,83,40,6.91,BR,1619926750
342,neokhorion,62.31,41.1833,23.25,64.99,69,76,3.0,GR,1619926750
343,comodoro rivadavia,59.0,-45.8667,-67.5,59.0,44,0,12.66,AR,1619926750
344,hearst,35.6,49.6835,-83.6665,35.6,93,100,6.91,CA,1619926751
345,khorramshahr,78.8,30.4397,48.1664,78.8,38,20,4.61,IR,1619926751
346,malartic,33.91,48.1335,-78.1328,34.0,100,90,10.36,CA,1619926751
347,abrau-dyurso,48.2,44.69,37.59,48.2,93,77,2.24,RU,1619926752
348,chichibu,68.56,35.9903,139.0764,71.6,33,40,24.16,JP,1619926752
349,matagami,35.6,49.7502,-77.6328,35.6,100,90,8.05,CA,1619926753
350,ferme-neuve,37.4,46.7001,-75.4493,37.4,93,100,4.61,CA,1619926753
351,nelson bay,72.19,-32.7167,152.15,73.99,60,75,9.22,AU,1619926534
352,pentecoste,78.01,-3.7928,-39.2703,78.01,78,100,1.99,BR,1619926754
353,saint-francois,44.6,46.4154,3.9054,44.6,87,90,4.61,FR,1619926755
354,whitianga,64.99,-36.8333,175.7,64.99,59,0,5.01,NZ,1619926756
355,kragujevac,64.2,44.0167,20.9167,64.4,77,0,1.14,RS,1619926756
356,zhuhai,86.02,22.2769,113.5678,91.99,83,20,9.22,CN,1619926757
357,radcliff,59.25,37.8404,-85.9491,61.0,55,1,4.61,US,1619926757
358,jiutai,57.2,44.1525,125.8328,57.2,44,40,4.47,CN,1619926758
359,praia,69.8,14.9215,-23.5087,69.8,78,20,16.11,CV,1619926649
360,malibu,57.54,34.005,-118.8101,59.0,90,63,5.23,US,1619926538
361,novopokrovka,50.0,49.8425,36.5477,50.0,66,0,4.47,UA,1619926759
362,coolum beach,65.77,-26.5333,153.1,68.0,96,100,12.19,AU,1619926759
363,mae ramat,89.6,16.984,98.5166,89.6,58,20,1.77,TH,1619926760
364,jesus del monte,57.2,19.1081,-99.9944,57.2,51,20,8.05,MX,1619926760
365,utinga,75.2,-5.8172,-35.3954,75.2,94,40,4.61,BR,1619926761
366,santa cruz,68.0,-17.8,-63.1667,68.0,77,5,5.75,BO,1619926604
367,bad salzdetfurth,40.62,52.0578,10.0058,43.0,81,100,5.3,DE,1619926762
368,paso de carrasco,62.37,-34.8603,-56.0522,62.6,77,0,5.75,UY,1619926762
369,mount pleasant,64.13,32.7941,-79.8626,66.99,82,28,8.14,US,1619926752
370,bloomfield,55.99,40.8068,-74.1854,60.8,26,1,3.44,US,1619926764
371,gaillac,43.38,43.9016,1.8969,46.4,87,90,3.44,FR,1619926766
372,elk point,74.66,42.6833,-96.6836,77.0,31,1,12.66,US,1619926766
373,tallahassee,68.54,30.4383,-84.2807,71.6,53,20,3.44,US,1619926645
374,conde,75.2,-7.2597,-34.9075,75.2,94,20,5.75,BR,1619926767
375,severnyy,46.4,50.677,36.5532,46.4,76,0,2.24,RU,1619926768
376,moree,75.2,-29.4667,149.85,75.2,41,100,5.75,AU,1619926768
377,buraydah,73.4,26.326,43.975,73.4,38,0,9.22,SA,1619926769
378,launceston,67.84,-41.45,147.1667,70.0,68,92,3.44,AU,1619926770
379,rossland,53.89,49.0831,-117.8022,57.2,35,8,8.05,CA,1619926771
380,sioux lookout,57.2,50.1001,-91.917,57.2,44,20,6.91,CA,1619926772
381,griffith,69.37,41.5284,-87.4237,70.0,46,1,10.36,US,1619926772
382,paris,40.98,48.8534,2.3488,43.0,100,40,4.61,FR,1619926694
383,bolshoy lug,41.0,52.0779,104.0919,41.0,100,75,17.9,RU,1619926776
384,nanakuli,76.73,21.3906,-158.1547,80.01,73,90,9.22,US,1619926776
385,brindisi,64.36,40.5833,17.6667,66.0,76,100,9.17,IT,1619926776
386,komatipoort,55.0,-25.4332,31.9548,55.0,91,3,6.73,ZA,1619926782
387,quatre cocos,75.85,-20.2078,57.7625,78.01,94,40,2.3,MU,1619926782
388,kamoke,84.65,31.9744,74.2244,86.0,39,14,9.22,PK,1619926783
389,allonnes,33.8,47.9674,0.1581,33.8,100,75,3.6,FR,1619926783
390,gimli,39.2,50.6336,-96.9907,39.2,81,27,11.77,CA,1619926784
391,katsuura,66.58,35.1333,140.3,69.01,78,0,15.99,JP,1619926785
392,lata,44.92,40.1629,-8.3327,50.0,83,0,2.62,PT,1619926786
393,margate,39.85,51.3813,1.3862,41.0,80,10,1.99,GB,1619926787
394,batemans bay,74.05,-35.7167,150.1833,75.99,64,100,8.97,AU,1619926787
395,svobody,50.0,44.0256,43.0503,50.0,93,0,5.26,RU,1619926788
396,breyten,41.0,-26.3018,29.987,41.0,93,75,6.91,ZA,1619926789
397,show low,59.36,34.2542,-110.0298,61.0,18,1,9.22,US,1619926791
398,carlton,52.03,45.2943,-123.1765,55.4,62,90,5.75,US,1619926792
399,east wenatchee bench,54.57,47.4257,-120.2812,57.2,28,1,18.41,US,1619926792
400,coquimbo,55.4,-29.9533,-71.3436,55.4,88,75,3.44,CL,1619926793
401,gibara,77.0,21.1097,-76.1317,77.0,83,40,9.22,CU,1619926793
402,toamasina,75.2,-18.1667,49.3833,75.2,94,75,2.3,MG,1619926794
403,luba,78.8,3.4568,8.5547,78.8,89,40,5.75,GQ,1619926794
404,wexford,38.34,52.3342,-6.4575,39.0,91,65,4.0,IE,1619926794
405,wicklow,38.37,53.0,-6.4167,39.2,93,0,3.44,IE,1619926795
406,enumclaw,52.75,47.2043,-121.9915,54.0,75,100,4.0,US,1619926796
407,sagua la grande,75.2,22.8067,-80.0756,75.2,73,20,4.61,CU,1619926796
408,fairlie,33.94,55.756,-4.8556,35.01,100,75,1.14,GB,1619926797
409,rancho palos verdes,58.82,33.7445,-118.387,60.01,88,40,6.91,US,1619926635
410,winneba,82.4,5.3511,-0.6231,82.4,89,20,9.22,GH,1619926798
411,chicama,64.4,-7.8447,-79.1469,64.4,94,7,6.91,PE,1619926799
412,ayia marina,67.33,37.75,23.5333,68.0,52,99,1.01,GR,1619926800
413,requena,54.39,39.4883,-1.1004,55.99,88,20,4.61,ES,1619926800
414,rexburg,52.66,43.826,-111.7897,57.2,47,1,1.95,US,1619926628
415,glarus,37.78,47.0406,9.068,39.99,53,100,3.85,CH,1619926802
416,gallup,66.42,35.5281,-108.7426,69.8,16,1,20.71,US,1619926780
417,carballo,36.32,43.213,-8.691,39.2,100,0,5.75,ES,1619926802
418,jiaonan,64.4,35.8786,119.9753,64.4,32,0,6.71,CN,1619926803
419,rapid valley,64.96,44.0625,-103.1463,68.0,39,75,5.75,US,1619926803
420,chilliwack,54.82,49.1747,-121.9443,55.4,62,71,1.14,CA,1619926606
421,cairns,82.4,-16.9167,145.7667,82.4,61,18,19.57,AU,1619926804
422,baker city,45.95,44.7749,-117.8344,53.6,50,1,13.8,US,1619926508
423,manica,33.8,49.0,-1.1667,33.8,100,0,6.91,FR,1619926805
424,dumbraveni,57.09,46.2333,24.5667,57.2,94,75,6.91,RO,1619926805
425,bracebridge,41.0,45.0334,-79.3163,41.0,75,1,5.75,CA,1619926806
426,abay,51.8,49.6311,72.8539,51.8,22,0,13.42,KZ,1619926806
427,barbate,54.03,36.1924,-5.9219,57.2,72,0,6.91,ES,1619926807
428,corinto,66.0,37.9407,22.9573,66.0,68,100,1.79,GR,1619926807
429,roald,35.24,62.5833,6.1333,37.4,87,90,11.5,NO,1619926808
430,lebrija,48.52,36.9208,-6.0753,53.01,93,0,1.14,ES,1619926744
431,naze,73.4,28.3667,129.4833,73.4,40,0,9.22,JP,1619926809
432,llanes,44.31,43.4198,-4.7549,45.0,99,31,4.74,ES,1619926809
433,calafat,58.53,43.9911,22.9328,59.0,63,99,1.05,RO,1619926810
434,wadena,64.06,46.4425,-95.1361,66.2,48,1,4.61,US,1619926810
435,snezhnogorsk,19.4,69.1933,33.2531,19.4,79,40,2.24,RU,1619926811
436,patillas,74.46,18.0064,-66.0157,77.0,81,66,1.01,PR,1619926811
437,yeppoon,78.8,-23.1333,150.7333,78.8,57,75,13.8,AU,1619926811
438,lerici,55.49,44.0759,9.9112,57.99,78,64,1.01,IT,1619926812
439,outlook,51.01,51.5001,-107.0513,53.6,30,38,8.05,CA,1619926813
440,gorodishche,52.32,48.8045,44.4744,53.6,94,22,4.47,RU,1619926813
441,fort nelson,51.8,58.8053,-122.7002,51.8,43,75,6.91,CA,1619926814
442,santa rosa,90.39,14.3122,121.1114,91.4,55,20,9.22,PH,1619926815
443,fairbanks,41.58,64.8378,-147.7164,44.01,48,30,3.49,US,1619926594
444,kolarovo,61.29,47.9229,17.9847,62.01,82,90,8.05,SK,1619926815
445,north myrtle beach,64.76,33.816,-78.68,66.2,52,1,8.05,US,1619926816
446,bitung,89.6,1.4451,125.1824,89.6,62,40,8.05,ID,1619926816
447,nisia floresta,75.2,-6.0911,-35.2086,75.2,94,40,5.75,BR,1619926817
448,cabedelo,75.2,-6.9811,-34.8339,75.2,94,20,5.75,BR,1619926818
449,ilinskiy,39.2,55.619,38.1182,39.2,75,0,4.47,RU,1619926818
450,byron bay,72.05,-28.65,153.6167,75.2,60,40,11.5,AU,1619926819
451,san joaquin,58.73,37.9333,-121.3011,63.0,67,1,18.41,US,1619926819
452,shasta lake,78.8,40.6804,-122.3708,78.8,31,20,9.22,US,1619926820
453,amos,33.93,48.5669,-78.1162,34.0,100,90,10.36,CA,1619926820
454,morgan city,72.19,29.6994,-91.2068,73.4,88,75,9.22,US,1619926820
455,terme,55.76,41.2092,36.9739,62.01,87,0,2.3,TR,1619926821
456,victor harbor,68.0,-35.5667,138.6167,68.0,62,44,1.01,AU,1619926822
457,xining,66.99,36.6167,101.7667,66.99,35,21,2.71,CN,1619926660
458,crib point,73.65,-38.35,145.2,75.0,51,99,5.01,AU,1619926823
459,janfida,57.2,40.0439,44.0233,57.2,72,75,6.91,AM,1619926823
460,cayambe,53.6,0.05,-78.1333,53.6,100,90,5.75,EC,1619926824
461,abashiri,41.0,44.0213,144.2697,41.0,70,75,10.36,JP,1619926825
462,la ronge,42.8,55.1001,-105.2842,42.8,65,83,3.44,CA,1619926559
463,chkalovsk,36.75,56.7647,43.2433,39.0,93,0,4.83,RU,1619926825
464,alyangula,87.8,-13.8483,136.4192,87.8,62,75,8.05,AU,1619926826
465,rio grande,55.99,-32.035,-52.0986,55.99,91,0,9.57,BR,1619926549
466,antigonish,41.72,45.6169,-61.9986,43.0,73,47,5.99,CA,1619926827
467,twentynine palms,76.41,34.1356,-116.0542,78.8,17,1,12.66,US,1619926828
468,kenai,48.2,60.5544,-151.2583,48.2,31,20,6.91,US,1619926828
469,rincon,62.71,32.296,-81.2354,66.2,72,1,10.36,US,1619926575
470,zhovkva,49.06,50.0583,23.9726,50.0,100,90,4.47,UA,1619926828
471,luanda,78.8,-8.8368,13.2343,78.8,94,75,3.44,AO,1619926831
472,marck,42.3,50.949,1.9433,44.01,92,10,6.93,FR,1619926832
473,waynesboro,52.7,38.0685,-78.8895,55.4,38,1,5.75,US,1619926710
474,barao de melgaco,78.8,-16.1944,-55.9675,78.8,73,0,4.61,BR,1619926832
475,puerto del rosario,64.4,28.5004,-13.8627,64.4,68,40,17.27,ES,1619926833
476,los banos,90.43,14.1667,121.1833,91.4,55,20,9.22,PH,1619926834
477,narragansett,46.24,41.4501,-71.4495,48.2,43,1,4.34,US,1619926835
478,cap-aux-meules,37.4,47.3821,-61.8597,37.4,93,89,6.91,CA,1619926836
479,grand island,71.94,40.925,-98.342,73.4,38,1,17.27,US,1619926836
480,piney green,56.88,34.716,-77.3202,62.01,67,1,3.44,US,1619926837
481,kampot,89.6,10.6167,104.1833,89.6,74,40,10.36,KH,1619926837
482,bell ville,59.0,-32.6259,-62.6887,59.0,99,56,1.99,AR,1619926837
483,pangnirtung,32.0,66.1451,-65.7125,32.0,93,75,9.22,CA,1619926839
484,shibetsu,41.0,43.659,145.132,41.0,70,75,9.22,JP,1619926839
485,halifax,44.2,44.6453,-63.5724,45.0,76,22,5.75,CA,1619926801
486,port pirie,66.2,-33.1833,138.0167,66.2,63,0,10.36,AU,1619926841
487,macapa,75.2,0.0389,-51.0664,75.2,100,90,6.91,BR,1619926842
488,aksarayskiy,57.2,46.7924,48.0119,57.2,82,0,6.71,RU,1619926843
489,bend,47.12,44.0582,-121.3153,50.0,62,1,13.8,US,1619926639
490,la rioja,38.46,42.25,-2.5,41.0,100,0,5.75,ES,1619926843
491,raipur,82.4,21.2333,81.6333,82.4,54,75,11.5,IN,1619926845
492,asuncion,68.0,-25.3007,-57.6359,68.0,73,0,5.61,PY,1619926847
493,lucea,75.96,18.451,-78.1736,77.0,78,40,10.36,JM,1619926847
494,arroyos y esteros,68.0,-25.0667,-57.1,68.0,73,0,4.99,PY,1619926848
495,koungou,78.8,-12.7336,45.2042,78.8,89,0,3.44,YT,1619926850
496,starachowice,50.31,51.0374,21.0713,52.0,83,100,8.77,PL,1619926850
497,seddon,77.86,-37.8068,144.8916,79.0,35,95,16.11,AU,1619926850
498,college,41.4,64.8569,-147.8028,44.01,48,29,3.06,US,1619926851
499,lubaczow,50.11,50.157,23.1234,52.0,98,99,7.14,PL,1619926852
500,russell,61.63,32.3502,-85.1999,66.2,88,1,1.86,US,1619926853
501,serra,71.08,-20.1286,-40.3078,73.99,100,75,3.44,BR,1619926853
502,new ulm,68.63,44.3125,-94.4605,71.01,30,1,3.44,US,1619926854
503,meadow lake,68.5,34.8014,-106.5436,75.2,19,75,10.36,US,1619926854
504,pontian kecil,87.26,1.4801,103.3899,87.8,70,40,9.22,MY,1619926855
505,bodden town,79.05,19.2833,-81.25,80.01,1,83,3.0,KY,1619926856
506,terrace bay,35.6,48.7834,-87.1,35.6,87,20,3.44,CA,1619926858
507,chickasha,64.4,35.0526,-97.9364,64.4,88,75,9.22,US,1619926859
508,paso de los toros,53.6,-32.8167,-56.5167,53.6,94,0,4.61,UY,1619926859
509,culpeper,48.83,38.5004,-77.9664,52.0,66,1,5.21,US,1619926860
510,pecos,66.52,31.4229,-103.4932,66.99,48,1,5.75,US,1619926860
511,palmer,41.5,42.1584,-72.3287,42.8,65,75,3.44,US,1619926861
512,dubovka,54.32,49.0583,44.829,55.0,94,19,4.47,RU,1619926861
513,rosarito,56.79,32.3333,-117.0333,57.2,72,90,6.91,MX,1619926862
514,sistranda,32.0,63.7256,8.834,32.0,93,20,4.61,NO,1619926863
515,lakes entrance,80.01,-37.8811,147.981,80.01,38,84,3.0,AU,1619926864
516,lewistown,53.06,40.5992,-77.5714,57.2,38,75,4.61,US,1619926730
517,yanam,86.0,16.7333,82.2167,86.0,74,20,3.44,IN,1619926642
518,union de san antonio,77.0,21.1,-101.9667,77.0,22,1,12.66,MX,1619926865
519,leczyca,46.0,52.0596,19.1997,46.99,95,100,1.01,PL,1619926865
520,kerrobert,50.0,51.9168,-109.1348,50.0,40,90,10.36,CA,1619926865
521,brumunddal,30.99,60.881,10.9395,30.99,83,86,1.61,NO,1619926866
522,aran,60.89,40.6253,46.9756,62.6,77,75,6.91,AZ,1619926868
523,hikari,57.2,33.955,131.95,57.2,54,75,12.66,JP,1619926870
524,golub-dobrzyn,44.49,53.1109,19.0538,46.0,74,100,1.01,PL,1619926871
525,say,96.8,13.1007,2.3689,96.8,9,6,6.91,NE,1619926871
526,mallaig,41.92,54.2169,-111.3685,42.8,87,100,8.05,CA,1619926872
527,huangpi,80.6,30.8845,114.3779,80.6,47,0,13.42,CN,1619926873
528,treuchtlingen,42.93,48.95,10.9167,43.0,93,90,11.5,DE,1619926873
529,ukiah,56.32,39.1502,-123.2078,62.6,45,1,6.91,US,1619926874
530,broken hill,80.6,-31.95,141.4333,80.6,26,0,5.75,AU,1619926875
531,sheridan,59.0,44.8333,-106.9173,59.0,67,90,5.75,US,1619926875
532,cedar city,64.24,37.6775,-113.0619,64.4,13,1,12.66,US,1619926876
533,nhulunbuy,86.0,-12.2333,136.7667,86.0,62,40,16.11,AU,1619926876
534,agadir,53.6,30.4202,-9.5982,53.6,87,0,3.44,MA,1619926877
535,santarem,73.4,-2.4431,-54.7083,73.4,100,75,3.44,BR,1619926879
536,baghdad,69.8,33.3406,44.4009,69.8,46,0,3.44,IQ,1619926856
537,kenora,57.2,49.8167,-94.4337,57.2,28,75,6.91,CA,1619926880
538,topchikha,44.6,52.8192,83.1185,44.6,49,0,8.95,RU,1619926880
539,opelousas,70.77,30.5335,-92.0815,72.0,83,40,4.61,US,1619926882
540,scottsboro,57.72,34.6723,-86.0341,63.0,76,20,2.1,US,1619926882
541,tiarei,86.0,-17.5333,-149.3333,86.0,58,20,3.44,PF,1619926882
542,porto novo,84.2,6.4965,2.6036,84.2,84,40,12.66,BJ,1619926794
543,trabzon,53.6,40.9167,39.8333,53.6,100,90,5.75,TR,1619926884
544,dauphin,48.2,51.1494,-100.0502,48.2,66,75,14.97,CA,1619926885
545,marica,69.8,-22.9194,-42.8186,69.8,88,75,4.61,BR,1619926885
546,carmelo,63.73,-33.9892,-58.2856,66.0,88,0,3.44,UY,1619926885
547,oga,43.56,46.4631,10.347,50.0,100,75,8.05,IT,1619926886
548,cenade,58.33,46.0587,24.0089,60.8,72,90,1.63,RO,1619926887
549,brigantine,52.12,39.4101,-74.3646,54.0,54,1,6.91,US,1619926887
550,ellwangen,38.68,48.9616,10.1317,39.99,90,100,8.99,DE,1619926888
551,middle island,51.13,40.8843,-72.9373,53.01,62,1,5.75,US,1619926888
552,santiago,56.88,-33.4569,-70.6483,57.99,71,0,2.53,CL,1619926668
553,lithgow,60.01,-33.4833,150.15,60.01,71,100,1.54,AU,1619926890
554,heihe,60.8,50.2441,127.4902,60.8,31,20,4.47,CN,1619926890
555,valparaiso,55.99,-33.0393,-71.6273,55.99,81,100,1.92,CL,1619926890
556,zhezkazgan,55.4,47.8043,67.7144,55.4,24,0,22.37,KZ,1619926891
557,fez,44.6,34.0372,-4.9998,44.6,93,40,4.61,MA,1619926891
558,burnie,59.47,-41.0667,145.9167,60.01,83,98,5.01,AU,1619926893
559,doha,79.63,25.2867,51.5333,82.99,78,70,3.44,QA,1619926895
560,langenburg,40.73,49.2544,9.8458,42.01,87,90,12.66,DE,1619926895
561,fagernes,21.0,60.9858,9.2324,21.0,82,97,2.62,NO,1619926896
562,macomer,52.95,40.262,8.7699,57.2,77,40,4.61,IT,1619926897
563,portland,54.77,45.5234,-122.6762,57.0,62,96,1.01,US,1619926653
564,tarakan,84.2,3.3,117.6333,84.2,79,75,6.91,ID,1619926741
565,susanville,60.8,40.4163,-120.653,60.8,41,1,18.41,US,1619926733
566,marietta,62.74,33.9526,-84.5499,66.2,52,20,1.68,US,1619926853
567,kindersley,50.0,51.4668,-109.1682,50.0,40,90,10.36,CA,1619926899
568,keelung,83.26,25.1283,121.7419,87.8,58,75,3.44,TW,1619926899
569,arroyo,40.1,41.6096,-4.7969,41.0,87,20,8.05,ES,1619926683
570,shchigry,46.4,51.8755,36.9043,46.4,81,0,11.18,RU,1619926744
571,mareeba,79.25,-17.0,145.4333,82.4,61,27,19.57,AU,1619926900
572,fort morgan,68.0,40.2503,-103.8,68.0,30,1,12.66,US,1619926900
573,winkler,54.23,49.1817,-97.941,55.4,41,95,3.44,CA,1619926902
574,san ramon,52.97,37.7799,-121.978,55.0,76,40,12.66,US,1619926902
575,victoria point,72.43,-27.5833,153.3,73.0,71,97,5.01,AU,1619926902
576,qurayyat,62.6,31.3318,37.3428,62.6,39,40,11.5,SA,1619926903
577,shadegan,76.95,30.6497,48.6647,78.8,83,40,9.22,IR,1619926903
578,kyle,67.41,29.9984,-97.8715,68.0,100,90,9.22,US,1619926903
579,lanigan,55.4,51.8501,-105.0344,55.4,30,44,6.91,CA,1619926904
580,lamar,63.88,33.6668,-95.5836,64.99,88,1,10.36,US,1619926904
581,makkaveyevo,50.0,51.7533,113.9454,50.0,50,20,8.43,RU,1619926905
582,tortoli,48.0,39.9256,9.6572,48.0,95,84,6.02,IT,1619926905
583,luzino,55.4,54.9481,73.0353,55.4,24,0,13.42,RU,1619926906
584,mirandola,55.0,44.8868,11.0662,55.99,80,47,3.0,IT,1619926907
585,bicester,35.73,51.9,-1.1536,37.0,93,17,2.3,GB,1619926907
586,vila,39.0,42.0304,-8.1588,39.0,90,0,1.01,PT,1619926908
587,glendive,59.29,47.1053,-104.7125,60.8,27,1,9.22,US,1619926908
588,damavand,69.28,35.7178,52.065,69.8,30,40,6.91,IR,1619926909
589,martin,76.64,27.0837,-80.4164,80.01,83,1,5.75,US,1619926909
590,marsassoum,71.6,12.8275,-15.9806,71.6,88,0,4.61,SN,1619926909
591,spearfish,57.94,44.4908,-103.8594,61.0,62,1,9.22,US,1619926911
